pdf_file,page,text,font_size,x0,y0,flags,label
file02.pdf,4,12,10,529.6,353.8,0,0
file02.pdf,4,4.2,10,80.9,365.3,0,0
file02.pdf,4,Documents and Web Sites,10,110.9,365.3,0,0
file02.pdf,4,12,10,529.6,365.3,0,0
file02.pdf,4,Version 2014,10,76.6,718.7,0,0
file02.pdf,4,Page 4 of 12,10,270.2,718.7,0,0
file02.pdf,4,"May 31, 2014",10,471.6,718.7,0,0
file02.pdf,4,© International Software Testing Qualifications Board,6,76.6,736.9,0,0
file02.pdf,5,International,10,447.9,38.6,0,0
file02.pdf,5,Overview,12,74.4,41.6,0,0
file02.pdf,5,Software Testing,10,438,50.1,0,0
file02.pdf,5,Foundation Level Extension –,10,74.4,58.4,0,0
file02.pdf,5,Agile Tester,10,209.1,58.4,0,0
file02.pdf,5,Qualifications,10,430.8,61.7,0,0
file02.pdf,5,Board,10,493.5,61.7,0,0
file02.pdf,5,Acknowledgements,16,70.9,108.9,0,1
file02.pdf,5,This document was produced by a team from the International Software Testing Qualifications Board,10,70.9,144.8,0,0
file02.pdf,5,Foundation Level Working Group.,10,70.9,156.3,0,0
file02.pdf,5,The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,10,70.9,179.3,0,0
file02.pdf,5,"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",10,70.9,202.3,0,0
file02.pdf,5,"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",10,70.9,213.7,0,0
file02.pdf,5,"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",10,70.9,225.3,0,0
file02.pdf,5,"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",10,70.9,236.8,0,0
file02.pdf,5,"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",10,70.9,259.8,0,0
file02.pdf,5,"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",10,70.9,271.4,0,0
file02.pdf,5,"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",10,70.9,294.3,0,0
file02.pdf,5,"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",10,70.9,305.8,0,0
file02.pdf,5,"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",10,70.9,317.3,0,0
file02.pdf,5,"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",10,70.9,328.9,0,0
file02.pdf,5,"The team thanks also the following persons, from the National Boards and the Agile expert community,",10,70.9,351.8,0,0
file02.pdf,5,"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",10,70.9,363.3,0,0
file02.pdf,5,"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",10,70.9,374.8,0,0
file02.pdf,5,"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",10,70.9,386.4,0,0
file02.pdf,5,"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",10,70.9,397.9,0,0
file02.pdf,5,"Morgan,",10,70.9,409.4,0,0
file02.pdf,5,"Ninna Morin,",10,110.5,409.4,0,0
file02.pdf,5,"Ingvar Nordstrom,",10,169.8,409.4,0,0
file02.pdf,5,Chris,10,252.7,409.4,0,0
file02.pdf,5,"O’Dea,",10,278.7,409.4,0,0
file02.pdf,5,Klaus,10,312.6,409.4,0,0
file02.pdf,5,"Olsen, Ismo",10,340.3,409.4,0,0
file02.pdf,5,"Paukamainen,",10,396.5,409.4,0,0
file02.pdf,5,"Nathalie Phung,",10,463.1,409.4,0,0
file02.pdf,5,"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",10,70.9,420.8,0,0
file02.pdf,5,"Sandberg, Dakar Shalom,  Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",10,70.9,432.3,0,0
file02.pdf,5,"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",10,70.9,443.9,0,0
file02.pdf,5,"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",10,70.9,455.4,0,0
file02.pdf,5,"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",10,70.9,478.3,0,0
file02.pdf,5,2014,10,70.9,489.8,0,0
file02.pdf,5,Version 2014,10,76.6,718.7,0,0
file02.pdf,5,Page 5 of 12,10,270.2,718.7,0,0
file02.pdf,5,"May 31, 2014",10,471.6,718.7,0,0
file02.pdf,5,© International Software Testing Qualifications Board,6,76.6,736.9,0,0
file02.pdf,6,Qualifications Board,10,430.8,61.7,0,0
file02.pdf,6,International,10,447.9,38.6,0,0
file02.pdf,6,Overview,12,74.4,41.6,0,0
file02.pdf,6,Software Testing,10,438,50.1,0,0
file02.pdf,6,Foundation Level Extension –,10,74.4,58.4,0,0
file02.pdf,6,Agile Tester,10,209.1,58.4,0,0
file02.pdf,6,1,16,70.9,123,0,1
file02.pdf,6,Introduction to the Foundation Level Extensions,16,93.6,123,16,1
file02.pdf,6,This overview document is intended for anyone with an interest in the ISTQB Foundation Level,10,70.9,146.3,0,0
file02.pdf,6,Extensions who wants a high-level introduction to the leading principles and an overview of the individual,10,70.9,157.8,0,0
file02.pdf,6,extension syllabi.,10,70.9,169.3,0,0
file02.pdf,6,"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",10,70.9,192.3,0,0
file02.pdf,6,"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",10,70.9,203.8,0,0
file02.pdf,6,updated document will be available on the ISTQB website.,10,70.9,215.3,0,0
file02.pdf,6,The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,10,70.9,238.4,0,0
file02.pdf,6,some time. New topics emerge due to technology and methodology changes in the market which often,10,70.9,249.8,0,0
file02.pdf,6,"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",10,70.9,261.3,0,0
file02.pdf,6,"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",10,70.9,272.8,0,0
file02.pdf,6,ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,10,70.9,284.3,0,0
file02.pdf,6,"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",10,70.9,295.9,0,0
file02.pdf,6,that is beyond the scope of this document.,10,70.9,307.4,0,0
file02.pdf,6,The following Foundation Level Extension syllabus has been released:,10,70.9,330.3,0,0
file02.pdf,6,,10,89,341.6,0,0
file02.pdf,6,Agile Tester,10,106.9,342.5,0,0
file02.pdf,6,"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",10,71,365.5,0,0
file02.pdf,6,Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,10,71,377,0,0
file02.pdf,6,"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",10,71,388.5,0,0
file02.pdf,6,will outline the benefits for companies that are considering the development of specific testing skills at this,10,71,400.1,0,0
file02.pdf,6,level.,10,71,411.6,0,0
file02.pdf,6,Version 2014,10,76.6,718.7,0,0
file02.pdf,6,Page 6 of 12,10,270.2,718.7,0,0
file02.pdf,6,"May 31, 2014",10,471.6,718.7,0,0
file02.pdf,6,© International Software Testing Qualifications Board,6,76.6,736.9,0,0
file02.pdf,7,Qualifications Board,10,430.8,61.7,0,0
file02.pdf,7,International,10,447.9,38.6,0,0
file02.pdf,7,Overview,12,74.4,41.6,0,0
file02.pdf,7,Software Testing,10,438,50.1,0,0
file02.pdf,7,Foundation Level Extension –,10,74.4,58.4,0,0
file02.pdf,7,Agile Tester,10,209.1,58.4,0,0
file02.pdf,7,2,16,70.9,123,0,1
file02.pdf,7,Introduction to Foundation Level Agile Tester Extension,16,93.6,123,16,1
file02.pdf,7,The certification for Foundation Level Extension –,10,70.9,146.3,0,0
file02.pdf,7,Agile Tester is designed for professionals who are,10,306.6,146.3,0,0
file02.pdf,7,working within Agile environments. It is also for professionals who are planning to start implementing,10,70.9,157.8,0,0
file02.pdf,7,"Agile methods in the near future, or are working within companies that plan to do so, The certification",10,70.9,169.3,0,0
file02.pdf,7,"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",10,71,180.9,0,0
file02.pdf,7,methodologies specific to their role.,10,71,192.3,0,0
file02.pdf,7,2.1 Intended Audience,14,70.9,217.4,0,2
file02.pdf,7,The Foundation Level Extension –,10,70.9,240.9,0,0
file02.pdf,7,Agile Tester qualification is aimed at four main groups of professionals:,10,225.5,240.9,0,0
file02.pdf,7,1. Professionals who have achieved in-depth testing experience in traditional methods and would,10,88.9,252.4,0,0
file02.pdf,7,like to get an Agile Tester Certificate.,10,106.9,263.9,0,0
file02.pdf,7,"2. Junior professional testers who are just starting in the testing profession, have received the",10,88.9,275.4,0,0
file02.pdf,7,"Foundation Level certificate, and would like to know more about",10,106.9,287,0,0
file02.pdf,7,the,10,412.6,287,0,0
file02.pdf,7,tester’s,10,431.4,287,0,0
file02.pdf,7,role in an Agile,10,468.8,287,0,0
file02.pdf,7,environment.,10,106.9,298.4,0,0
file02.pdf,7,"3. Professionals who are relatively new to testing and are required to implement test approaches,",10,89,309.9,0,0
file02.pdf,7,methods and techniques in their day to day job in Agile projects.,10,107,321.4,0,0
file02.pdf,7,4. Professionals who are experienced in their role (including unit testing) and need more,10,89,332.9,0,0
file02.pdf,7,understanding and knowledge about how to perform and manage testing on all levels in Agile,10,107,344.5,0,0
file02.pdf,7,projects.,10,107,356,0,0
file02.pdf,7,"These professionals include people who are in roles such as testers, test analysts, test engineers, test",10,71,378.9,0,0
file02.pdf,7,"consultants, test managers, user acceptance testers, and software developers.",10,71,390.5,0,0
file02.pdf,7,This Foundation Level Extension –,10,71,413.5,0,0
file02.pdf,7,Agile Tester certification may also be appropriate for anyone who,10,236.5,413.5,0,0
file02.pdf,7,"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",10,71,425,0,0
file02.pdf,7,"managers, software development managers, business analysts, IT directors, and management",10,71,436.4,0,0
file02.pdf,7,consultants.,10,71,447.9,0,0
file02.pdf,7,2.2 Career Paths for Testers,14,70.9,484.5,0,2
file02.pdf,7,"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",10,70.9,508,0,0
file02.pdf,7,professional testers. A person with the Agile Tester certificate has extended the broad understanding of,10,70.9,519.5,0,0
file02.pdf,7,testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,10,70.9,531.1,0,0
file02.pdf,7,an Agile project.,10,71,542.5,0,0
file02.pdf,7,People possessing an ISTQB Foundation Level Extension –,10,71,565.5,0,0
file02.pdf,7,Agile Tester certificate may use the Certified,10,342.5,565.5,0,0
file02.pdf,7,Tester Foundation Level acronym CTFL-AT.,10,71,577.1,0,0
file02.pdf,7,2.3 Learning Objectives,14,70.9,613.7,0,2
file02.pdf,7,"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",10,70.9,637.2,0,0
file02.pdf,7,remember and recall terms and concepts stated in the Foundation Level syllabus.,10,70.9,648.7,0,0
file02.pdf,7,"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",10,70.9,671.6,0,0
file02.pdf,7,extension exam.,10,70.9,683.1,0,0
file02.pdf,7,Version 2014,10,76.6,718.7,0,0
file02.pdf,7,Page 7 of 12,10,270.2,718.7,0,0
file02.pdf,7,"May 31, 2014",10,471.6,718.7,0,0
file02.pdf,7,© International Software Testing Qualifications Board,6,76.6,736.9,0,0
file02.pdf,8,Qualifications Board,10,430.8,61.7,0,0
file02.pdf,8,International,10,447.9,38.6,0,0
file02.pdf,8,Overview,12,74.4,41.6,0,0
file02.pdf,8,Software Testing,10,438,50.1,0,0
file02.pdf,8,Foundation Level Extension –,10,74.4,58.4,0,0
file02.pdf,8,Agile Tester,10,209.1,58.4,0,0
file02.pdf,8,"That said, each extension level exam focuses on the learning objectives defined in that extension",10,70.9,108.8,0,0
file02.pdf,8,"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",10,70.9,120.4,0,0
file02.pdf,8,chapter within each particular extension syllabus.,10,70.9,131.9,0,0
file02.pdf,8,2.4 Entry Requirements,14,70.9,157,0,2
file02.pdf,8,To be able to participate in a Foundation Level Extension –,10,70.9,180.5,0,0
file02.pdf,8,"Agile Tester exam, candidates must have",10,350.5,180.5,0,0
file02.pdf,8,obtained the ISTQB Foundation Level certificate.,10,70.9,192,0,0
file02.pdf,8,2.5 Structure and Course Duration,14,70.9,217.1,0,2
file02.pdf,8,The Foundation Level Extension –,10,70.9,240.6,0,0
file02.pdf,8,Agile Tester syllabus has no shared or common elements with the,10,233.3,240.6,0,0
file02.pdf,8,Foundation Level syllabus.,10,70.9,252.2,0,0
file02.pdf,8,The syllabi must be taught in the following minimum number of days:,10,70.9,275.1,0,0
file02.pdf,8,Syllabus,10,212.2,301.5,16,0
file02.pdf,8,Days,10,368.5,301.5,16,0
file02.pdf,8,Baseline: Foundation,10,212.2,319.6,0,0
file02.pdf,8,3,10,377.6,319.6,0,0
file02.pdf,8,Extension: Agile Tester,10,212.2,337.6,0,0
file02.pdf,8,2,10,377.6,337.6,0,0
file02.pdf,8,The following figure shows the structure of the Agile Tester Extension and its relationship to the,10,70.9,367.1,0,0
file02.pdf,8,Foundation Level.,10,70.9,378.6,0,0
file02.pdf,8,Version 2014,10,76.6,718.7,0,0
file02.pdf,8,Page 8 of 12,10,270.2,718.7,0,0
file02.pdf,8,"May 31, 2014",10,471.6,718.7,0,0
file02.pdf,8,© International Software Testing Qualifications Board,6,76.6,736.9,0,0
file02.pdf,9,Qualifications Board,10,430.8,61.7,0,0
file02.pdf,9,International,10,447.9,38.6,0,0
file02.pdf,9,Overview,12,74.4,41.6,0,0
file02.pdf,9,Software Testing,10,438,50.1,0,0
file02.pdf,9,Foundation Level Extension –,10,74.4,58.4,0,0
file02.pdf,9,Agile Tester,10,209.1,58.4,0,0
file02.pdf,9,2.6 Keeping It Current,14,70.9,134,0,2
file02.pdf,9,The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,10,70.9,157.4,0,0
file02.pdf,9,"access to relevant and current information, the ISTQB working groups have created links on the",10,70.9,169,0,0
file02.pdf,9,"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",10,70.9,180.5,0,0
file02.pdf,9,in the industry. This information is not examinable under this syllabus.,10,70.9,192,0,0
file02.pdf,9,Version 2014,10,76.6,718.7,0,0
file02.pdf,9,Page 9 of 12,10,270.2,718.7,0,0
file02.pdf,9,"May 31, 2014",10,471.6,718.7,0,0
file02.pdf,9,© International Software Testing Qualifications Board,6,76.6,736.9,0,0
file02.pdf,10,Qualifications Board,10,430.8,61.7,0,0
file02.pdf,10,International,10,447.9,38.6,0,0
file02.pdf,10,Overview,12,74.4,41.6,0,0
file02.pdf,10,Software Testing,10,438,50.1,0,0
file02.pdf,10,Foundation Level Extension –,10,74.4,58.4,0,0
file02.pdf,10,Agile Tester,10,209.1,58.4,0,0
file02.pdf,10,3,16,70.9,119.9,0,0
file02.pdf,10,Overview of the Foundation Level Extension –,16,93.6,119.9,16,0
file02.pdf,10,Agile Tester,16,451.3,119.9,16,0
file02.pdf,10,Syllabus,16,106.9,138.3,16,0
file02.pdf,10,3.1 Business Outcomes,14,70.9,188,0,0
file02.pdf,10,This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,10,70.9,211.4,0,0
file02.pdf,10,Extension –,10,70.9,223,0,0
file02.pdf,10,Agile Tester certification.,10,126,223,0,0
file02.pdf,10,An Agile Tester can…,10,70.9,245.9,0,0
file02.pdf,10,AFM1,10,107.8,269,0,0
file02.pdf,10,Collaborate in a cross-functional Agile team being familiar with principles and basic,10,145.3,269,0,0
file02.pdf,10,practices of Agile software development.,10,145.3,280.5,0,0
file02.pdf,10,AFM2,10,107.8,303.5,0,0
file02.pdf,10,Adapt existing testing experience and knowledge to Agile values and principles.,10,145.3,303.5,0,0
file02.pdf,10,AFM3,10,107.8,328.5,0,0
file02.pdf,10,Support the Agile team in planning test-related activities.,10,145.3,328.5,0,0
file02.pdf,10,AFM4,10,107.8,353.6,0,0
file02.pdf,10,Apply relevant methods and techniques for testing in an Agile project.,10,145.3,353.6,0,0
file02.pdf,10,AFM5,10,107.8,378.6,0,0
file02.pdf,10,Assist the Agile team in test automation activities.,10,145.3,378.6,0,0
file02.pdf,10,AFM6,10,107.8,403.7,0,0
file02.pdf,10,"Assist business stakeholders in defining understandable and testable user stories,",10,145.3,403.7,0,0
file02.pdf,10,"scenarios, requirements and acceptance criteria as appropriate.",10,145.3,415.1,0,0
file02.pdf,10,AFM7,10,107.8,438.2,0,0
file02.pdf,10,Work and share information with other team members using effective communication,10,145.3,438.2,0,0
file02.pdf,10,styles and channels.,10,145.3,449.7,0,0
file02.pdf,10,"In general, a Certified Tester Foundation Level –",10,70.9,484.9,0,0
file02.pdf,10,Agile Tester is expected to have acquired the necessary,10,288.4,484.9,0,0
